Submission ID,Item ID,Anonymized Student ID,Date/Time Response Submitted,Response,Assessment Details,Assessment Scores,Date/Time Final Score Given,Final Score Points Earned,Final Score Points Possible,Feedback Statements Selected,Feedback on Peer Assessments
ba34aa5c-0501-4892-9aa2-1fb815874e58,12953,e12c2164e6a84d9a77b014f81f23acd1,2020-04-25 23:50:54.029373+00:00,"{u'parts': [{u'text': u'Juan, siguiendo el patr\xf3n la l\xednea deber\xeda ser la misma que la figura del t\xe9rmino anterior mas una l\xednea que baje.'}]}",,,,,,,
add17ede-c3ae-49df-b645-c623d007dc01,12949,bdc6708ae79b42bab81bb5c6936d29ec,2020-04-25 21:01:36.037371+00:00,"{u'parts': [{u'text': u'La figura de Juan, ya que sigue el patr\xf3n que es el siguiente: tengo una linea, dibujo otra hacia el lado, luego otra hacia abajo, luego otra hacia el lado y as\xed sucesivamente, la idea es que se forma una especie de escalera. \nLa figura de carolina est\xe1 errada por que el patr\xf3n no indica el dibujar una linea hacia arriba, y el de guillermo tampoco ya que no se dibuja ese tipo de linea, uni\xe9ndola las otras.'}]}",,,,,,,
1c93854c-b0e1-43c0-b964-a2b362a63850,12946,92d694f344f9f380eb5fece0d4138cc0,2020-04-25 20:08:38.101342+00:00,"{u'parts': [{u'text': u'Juan est\xe1 en lo cierto, porque el patr\xf3n indica una l\xednea hacia abajo, luego una l\xednea a la derecha.\nSiguiendo con esta serie de patr\xf3n, viene una l\xednea hacia abajo.'}]}",,,,,,,
0aebf1fb-dbfd-4bad-8917-afbe99349909,12945,e94f36f371dc4aad03e7e5d204e9dc57,2020-04-25 19:32:15.405643+00:00,{u'parts': [{u'text': u'Juan est\xe1 en lo correcto siguiendo el siguiente patr\xf3n:\n\n1. Una l\xednea vertical\n2. Una l\xednea horizontal hacia mi derecha.\n3. Un l\xednea vertical\n4. Una l\xednea horizontal hacia mi derecha.\n5. Debe seguir el patr\xf3n que es una l\xednea vertical.'}]},,,,,,,
71886aee-a197-4435-97a5-de89f5989266,12944,2e00463ae7b8b182710318391c14ea9e,2020-04-25 19:17:51.449063+00:00,"{u'parts': [{u'text': u'Juan, ya que la secuencia es vertical, horizontal, vertical, horizontal... y la quinta figura debe agregar una linea vertical.'}]}",,,,,,,
95e4dce3-3ccd-4e80-8bc4-33bf995dfc76,12942,dd8490483622e4f659e528fd599f5ff9,2020-04-25 17:58:45.925545+00:00,"{u'parts': [{u'text': u'Juan, ya que el sigue el patr\xf3n de abajo, al lado, abajo, al lado.'}]}",,,,,,,
e20c4f82-df1f-4d2e-812b-eb012ad57c0d,12939,e4812da9d4c2bd3f5ea5b105fb0e5fc6,2020-04-25 04:20:22.534474+00:00,"{u'parts': [{u'text': u'Juan podr\xeda estar en lo cierto.  La secuencia parte con una l\xednea vertical, luego se agrega una l\xednea horizontal a la derecha, luego una vertical hacia abajo, despu\xe9s una horizontal a la derecha; por lo tanto la quinta figura se formar\xeda agregando una l\xednea vertical hacia abajo, tal como lo propone Juan.'}]}",,,,,,,
b5e3811c-4ef1-4aeb-8104-b4172a7bccb7,12937,d4d98a6ba246ea3f3eb49dca64f8bbc4,2020-04-25 03:48:36.928764+00:00,"{u'parts': [{u'text': u'La figura de Juan podr\xeda estar en lo cierto, pues la figura quedar\xeda de forma ordenada, para que as\xed cumpla la regla de una secuencia.'}]}",,,,,,,
4cb15560-d095-4190-9f48-7dac053ee4b2,12936,5d28a4b7bcaf35bd9ab1c6082c96009d,2020-04-25 03:25:24.294974+00:00,"{u'parts': [{u'text': u'seg\xfan el siguiente termino que deben idear, todos estar\xedan en lo correcto,\njuan sigui\xf3 abajo-derecha\ncarolina cambio el abajo por arriba y luego derecha, creando un patr\xf3n de mayor extensi\xf3n \nguillermo cierra con una diagonal los escalones, despu\xe9s podr\xeda hacer el sim\xe9trico o biuen hacia arriba'}]}",,,,,,,
22939904-e47a-42d2-9a2d-ae10ca22c560,12922,ee7b68185d2c2290b38e7c14f7926208,2020-04-24 21:37:01.666560+00:00,"{u'parts': [{u'text': u'Podr\xeda estar en lo correcto Juan, considerando que en cada secuencia se va aumentando un segmento de forma vertical y luego horizontal hacia abajo de la figura del t\xe9rmino anterior'}]}",,,,,,,
