Submission ID,Item ID,Anonymized Student ID,Date/Time Response Submitted,Response,Assessment Details,Assessment Scores,Date/Time Final Score Given,Final Score Points Earned,Final Score Points Possible,Feedback Statements Selected,Feedback on Peer Assessments
be836abd-e2e0-4f91-85b4-49de85636b82,18150,821692108c70a86ba33bfc101cbf3033,2020-07-23 03:53:35.237449+00:00,"{""parts"": [{""text"": ""¿Cuál es la probabilidad de que el detector acuse que el circuito es defectuoso?\n\nEn esta  situación hay dos ramas que toman importancia,  que no sea defectuoso y lo detecte mal y la rama en donde el circuito es efectivamente defectuoso y lo detecta como tal. Con un diagrama de árbol se obtiene el resultado rápidamente.  6,4%\n\n¿Sabiendo que la maquina detecta defecto, cuál es la probabilidad de que el circuito esté en buen estado?\nEsta pregunta invierte el pensamiento de la pregunta anterior. Si a esta altura se sabe que la probabilidad era de un 6.4% ahora este evento se da como condición y nos lleva a replantear los esquemas. Además el alumno deberá descubrir como asociar dicha probabilidad a la fórmula de probabilidad condicionada.""}]}","Assessment #19638
-- scored_at: 2020-07-26 16:51:54.593370+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
","Assessment #19638
-- Calificación: Correcta (12)
",2020-07-26 16:51:54.635193+00:00,12,12,,
9b2ce72c-6102-4b96-988b-a30998cfc7b2,18145,b686d042aeae0dcb88fd516a1ac3fc65,2020-07-23 03:36:03.693115+00:00,"{""parts"": [{""text"": ""1) Si se han fabricado 10000 circuitos ¿Cuál es la probabilidad de que el dispositivo utilizado diga que éstos están defectuosas estando buenos?   (comprensión de la información)\n\n2) Determina la probabilidad de que el dispositivo acierte y que los circuitos están en buen estado. (desarrollo de tablas o diagramas con cálculo de probabilidad)""}]}","Assessment #19637
-- scored_at: 2020-07-26 16:51:14.640916+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
","Assessment #19637
-- Calificación: Correcta (12)
",2020-07-26 16:51:14.684377+00:00,12,12,,
b6750838-23c3-439a-bb1c-53dc79327631,18144,64ad22395227639aa3546ed808d5397f,2020-07-23 03:27:23.778743+00:00,"{""parts"": [{""text"": ""1ra pregunta: si se escoge un circuito al azar, ¿cual es la probabilidad de que al someterlo al dispositivo este acuse una falla? \n\n2da pregunta: si para realizar un estudio de calidad, se analizaron los circuitos y al escoger uno ya testeado por el dispositivo, cuyo resultado fue un acuse de falla.¿cual es la probabilidad que este circuito realmente esté con una falla?\n\n\nla secuencia se sustenta en que la primera pregunta simplemente completando los datos, y operando con la regla del producto de probabilidades se puede obtener, y la segunda es una pregunta mas elaborada ya que posee un mayor análisis de la situación e interpretación. se debe manejar también el teorema de bayes para lograr completarla.""}]}","Assessment #19636
-- scored_at: 2020-07-26 16:50:30.200114+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: Completa justificación
","Assessment #19636
-- Calificación: Correcta (12)
",2020-07-26 16:50:30.252681+00:00,12,12,,
565735cd-8dd5-4a37-8c3d-cd4cbde32b5e,18141,d52332b8f78783041cd25ef3201f63be,2020-07-23 02:59:40.243503+00:00,"{""parts"": [{""text"": ""1) Si al seleccionar uno de los circuitos, éste es defectuoso. ¿Cuál es la probabilidad de que el dispositivo acuse la falla del circuito?\n2) ¿Cuál es la probabilidad de que el dispositivo cometa un error, sabiendo que el circuito no era defectuoso?\n\nPara la primera pregunta, están todos los datos necesarios en el enunciado, es sólo ordenar la información y determinar la probabilidad, en cambio la segunda está planteada de forma más compleja y además, se debe inferir que el porcentaje de circuitos no defectuosos corresponde al 95% del total para determinar la probabilidad solicitada.""}]}","Assessment #19635
-- scored_at: 2020-07-26 16:49:43.445689+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: Bien
","Assessment #19635
-- Calificación: Correcta (12)
",2020-07-26 16:49:43.500625+00:00,12,12,,
684789f9-23cf-4456-96dc-251317d0997f,18137,e7c0197796fe9d485b743d6d4c06ad43,2020-07-23 02:43:43.304388+00:00,"{""parts"": [{""text"": ""1) En la fabricación de un cierto tipo de circuitos se sabe que un 5% de ellos son defectuosos. Un dispositivo utilizado para comprobar sus defectos acusa falla el 90% de las veces en que los circuitos son defectuosos. Pero también acusa falla cuando los circuitos no son defectuosos un 2% de las veces. \n ¿Cuál es la probabilidad  de que el dispositivo no acuse falla del circuito  y sea defectuoso?\n\n2) En la fabricación de un cierto tipo de circuitos se sabe que un 5% de ellos son defectuosos. Un dispositivo utilizado para comprobar sus defectos acusa falla el 90% de las veces en que los circuitos son defectuosos. Pero también acusa falla cuando los circuitos no son defectuosos un 2% de las veces.  ¿Cuál es la probabilidad de que el dispositivo no acuse falla?\n\nDesarrollé el siguiente esquema de representación,  en el cuál encontrar la probabilidad de que no acuse falla cuando esta defectuoso el circuito es un nivel mas sencillo. En cambio la segunda pregunta es de un nivel mas elevado ya que debe calcular mas probabilidades y sumar estas probabilidades.\n\n                                                 acusa falla      90%\n    5%  defectuoso         \n                                                 No acusa falla\n\n\n                                                  acusa falla        2%\n         no defectuoso            \n                                                  No acusa falla""}]}","Assessment #19634
-- scored_at: 2020-07-26 16:48:59.477663+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
","Assessment #19634
-- Calificación: Correcta (12)
",2020-07-26 16:48:59.521285+00:00,12,12,,
91072361-2728-4327-aa0f-e368e5a90a3c,18134,a32e4cf104da2d1eb6fc7e1b6836e51e,2020-07-23 02:35:02.849052+00:00,"{""parts"": [{""text"": ""1. Al seleccionar un circuito al azar, ¿Cuál es la probabilidad de que al ser probados con el dispositivo este acuse falla?\n\n2. ¿Cuál es la probabilidad de que un circuito sea defectuoso, dado que al ser probado en el dispositivo acusa falla?\n\nLa primera pregunta está planteada para utilizar en ella probabilidad total, mientras que en la segunda pregunta se aplica el Teorema de Bayes.""}]}","Assessment #19633
-- scored_at: 2020-07-26 16:48:00.053449+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
","Assessment #19633
-- Calificación: Correcta (12)
",2020-07-26 16:48:00.098818+00:00,12,12,,
246f3f13-ba50-4150-aac1-a6af8bb8a89c,18121,0014bc274d595e425cd0efb82d2539ff,2020-07-23 00:18:43.304281+00:00,"{""parts"": [{""text"": ""¿que probabilidad hay de que el circuito examinado sea declarado defectuoso por el dispositivo?\n\nsi un circuito no esta defectuoso y el dispositivo acusa falla, ¿pensarías que el circuito esta defectuoso?""}]}","Assessment #19632
-- scored_at: 2020-07-26 16:46:18.834201+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: y la justificación???

","Assessment #19632
-- Calificación: Correcta (12)
",2020-07-26 16:46:18.878479+00:00,12,12,,
8a5a1db6-cf59-4d05-b719-a424477f9db7,18120,1bdc36629c6d36074d47b72a8e26c397,2020-07-23 00:18:38.880731+00:00,"{""parts"": [{""text"": ""¿Cuál sería la probabilidad de que efectivamente el circuito esté defectuoso siendo que el dispositivo no detecta falla?\nSi el circuito se encuentra bueno y el dispositivo detecta una falla, ¿Pensarías que el circuito se encuentra defectuoso?""}]}","Assessment #19631
-- scored_at: 2020-07-26 16:45:20.468501+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: y la justificación???
","Assessment #19631
-- Calificación: Correcta (12)
",2020-07-26 16:45:20.587345+00:00,12,12,,
d27ae30d-01cd-4eaa-8df5-fe0ea240c191,18117,8dddb91df7233138cf428a08c9e1022b,2020-07-22 23:51:02.879321+00:00,"{""parts"": [{""text"": ""1. ¿Qué porcentaje de máquinas no son defectuosas?\n2. ¿Qué porcentaje no acusa falla si se sabe que la maquina no estaba defectuosa?\n\nSe utiliza este orden, ya que la primera pregunta es de bajo nivel de dificultad pues se deduce del complemento de circuitos defectuosos, la segunda seria de mayor orden pues requiere que el estudiante ordene la información para resolver el ejercicio no de manera directa.""}]}","Assessment #19630
-- scored_at: 2020-07-26 16:44:28.136013+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: Bien
","Assessment #19630
-- Calificación: Correcta (12)
",2020-07-26 16:44:28.200974+00:00,12,12,,
227fe1c5-2b2d-47c1-932a-8a4067b227f7,18092,65cd9e416a19d952bcf90e68a0e3e94b,2020-07-22 22:11:11.895826+00:00,"{""parts"": [{""text"": ""¿Cual es la probabilidad de que el dispositivo entregue como resultado que es defectuoso sabiendo que el circuito es defectuoso?\n\n¿Cual es la probabilidad de que el dispositivo entregue como resultado que el circuito no es defectuoso?\n\nLa primera pregunta es más simple por que se puede resolver de manera directa con los datos entregados, la segunda pregunta es un poco más compleja ya que hay que calcular con el teorema de la probabilidad total.""}]}","Assessment #19627
-- scored_at: 2020-07-26 16:30:12.699004+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: Muy completa su respuesta
","Assessment #19627
-- Calificación: Correcta (12)
",2020-07-26 16:30:12.745618+00:00,12,12,,
65b2b8f5-ea54-46f2-9030-9f37ef4b5d4c,18091,f81cb860c4ac58259a5abad446971eb8,2020-07-22 22:06:00.545505+00:00,"{""parts"": [{""text"": ""1) ¿Cuál es la probabilidad de que el dispositivo declare que la máquina falla cuando el circuito es defectuoso?\n2) ¿Cuál es la probabilidad de que el dispositivo declare que la máquina no falla cuando el dispositivo no sea defectuoso?""}]}","Assessment #19626
-- scored_at: 2020-07-26 16:29:31.034648+00:00
-- type: ST
-- scorer_id: a7e53c5600524dfba01055956b80dfe9
-- overall_feedback: y la justificación???
","Assessment #19626
-- Calificación: Correcta (12)
",2020-07-26 16:29:31.079679+00:00,12,12,,
